cd15bfae-67bb-452d-b847-7a785acc8081,8675e241-db65-4223-bdb5-41e6d0d71d8e,EU 41
cd15bfae-67bb-452d-b847-7a785acc8081,8675e241-db65-4223-bdb5-41e6d0d71d8e,EU 42
cd15bfae-67bb-452d-b847-7a785acc8081,8675e241-db65-4223-bdb5-41e6d0d71d8e,EU 42.5
cd15bfae-67bb-452d-b847-7a785acc8081,8675e241-db65-4223-bdb5-41e6d0d71d8e,EU 43
cd15bfae-67bb-452d-b847-7a785acc8081,8675e241-db65-4223-bdb5-41e6d0d71d8e,EU 44
cd15bfae-67bb-452d-b847-7a785acc8081,8675e241-db65-4223-bdb5-41e6d0d71d8e,EU 44.5
cd15bfae-67bb-452d-b847-7a785acc8081,cde7f441-a19e-44ed-b323-8e25f5ff89d2,EU 35.5
cd15bfae-67bb-452d-b847-7a785acc8081,cde7f441-a19e-44ed-b323-8e25f5ff89d2,EU 36
cd15bfae-67bb-452d-b847-7a785acc8081,cde7f441-a19e-44ed-b323-8e25f5ff89d2,EU 36.5
cd15bfae-67bb-452d-b847-7a785acc8081,cde7f441-a19e-44ed-b323-8e25f5ff89d2,EU 37.5
cd15bfae-67bb-452d-b847-7a785acc8081,cde7f441-a19e-44ed-b323-8e25f5ff89d2,EU 38
cd15bfae-67bb-452d-b847-7a785acc8081,cde7f441-a19e-44ed-b323-8e25f5ff89d2,EU 38.5
cd15bfae-67bb-452d-b847-7a785acc8081,cde7f441-a19e-44ed-b323-8e25f5ff89d2,EU 39
cd15bfae-67bb-452d-b847-7a785acc8081,cde7f441-a19e-44ed-b323-8e25f5ff89d2,EU 40
cd15bfae-67bb-452d-b847-7a785acc8081,cde7f441-a19e-44ed-b323-8e25f5ff89d2,EU 40.5
cd15bfae-67bb-452d-b847-7a785acc8081,cde7f441-a19e-44ed-b323-8e25f5ff89d2,EU 41
cd15bfae-67bb-452d-b847-7a785acc8081,8bd48236-76b3-41c1-aa0f-75264e1ddd03,EU 35.5
cd15bfae-67bb-452d-b847-7a785acc8081,8bd48236-76b3-41c1-aa0f-75264e1ddd03,EU 36
cd15bfae-67bb-452d-b847-7a785acc8081,8bd48236-76b3-41c1-aa0f-75264e1ddd03,EU 36.5
cd15bfae-67bb-452d-b847-7a785acc8081,8bd48236-76b3-41c1-aa0f-75264e1ddd03,EU 37.5
cd15bfae-67bb-452d-b847-7a785acc8081,8bd48236-76b3-41c1-aa0f-75264e1ddd03,EU 38
cd15bfae-67bb-452d-b847-7a785acc8081,8bd48236-76b3-41c1-aa0f-75264e1ddd03,EU 38.5
cd15bfae-67bb-452d-b847-7a785acc8081,8bd48236-76b3-41c1-aa0f-75264e1ddd03,EU 39
cd15bfae-67bb-452d-b847-7a785acc8081,8bd48236-76b3-41c1-aa0f-75264e1ddd03,EU 40
cd15bfae-67bb-452d-b847-7a785acc8081,8bd48236-76b3-41c1-aa0f-75264e1ddd03,EU 40.5
cd15bfae-67bb-452d-b847-7a785acc8081,8bd48236-76b3-41c1-aa0f-75264e1ddd03,EU 41
cd15bfae-67bb-452d-b847-7a785acc8081,a4d3536f-8032-42b8-9c0f-876b5f6bc7dd,EU 36
cd15bfae-67bb-452d-b847-7a785acc8081,a4d3536f-8032-42b8-9c0f-876b5f6bc7dd,EU 36.5
cd15bfae-67bb-452d-b847-7a785acc8081,a4d3536f-8032-42b8-9c0f-876b5f6bc7dd,EU 37.5
cd15bfae-67bb-452d-b847-7a785acc8081,a4d3536f-8032-42b8-9c0f-876b5f6bc7dd,EU 38
cd15bfae-67bb-452d-b847-7a785acc8081,a4d3536f-8032-42b8-9c0f-876b5f6bc7dd,EU 38.5
cd15bfae-67bb-452d-b847-7a785acc8081,a4d3536f-8032-42b8-9c0f-876b5f6bc7dd,EU 39
cd15bfae-67bb-452d-b847-7a785acc8081,a4d3536f-8032-42b8-9c0f-876b5f6bc7dd,EU 40
cd15bfae-67bb-452d-b847-7a785acc8081,a4d3536f-8032-42b8-9c0f-876b5f6bc7dd,EU 40.5
cd15bfae-67bb-452d-b847-7a785acc8081,a4d3536f-8032-42b8-9c0f-876b5f6bc7dd,EU 43
cd15bfae-67bb-452d-b847-7a785acc8081,624665df-9593-4dbc-af5f-a6c736b639b2,EU 35.5
cd15bfae-67bb-452d-b847-7a785acc8081,624665df-9593-4dbc-af5f-a6c736b639b2,EU 36
cd15bfae-67bb-452d-b847-7a785acc8081,624665df-9593-4dbc-af5f-a6c736b639b2,EU 36.5
cd15bfae-67bb-452d-b847-7a785acc8081,624665df-9593-4dbc-af5f-a6c736b639b2,EU 37.5
cd15bfae-67bb-452d-b847-7a785acc8081,624665df-9593-4dbc-af5f-a6c736b639b2,EU 38
cd15bfae-67bb-452d-b847-7a785acc8081,624665df-9593-4dbc-af5f-a6c736b639b2,EU 38.5
cd15bfae-67bb-452d-b847-7a785acc8081,624665df-9593-4dbc-af5f-a6c736b639b2,EU 39
cd15bfae-67bb-452d-b847-7a785acc8081,624665df-9593-4dbc-af5f-a6c736b639b2,EU 40
cd15bfae-67bb-452d-b847-7a785acc8081,624665df-9593-4dbc-af5f-a6c736b639b2,EU 40.5
cd15bfae-67bb-452d-b847-7a785acc8081,624665df-9593-4dbc-af5f-a6c736b639b2,EU 41
cd15bfae-67bb-452d-b847-7a785acc8081,624665df-9593-4dbc-af5f-a6c736b639b2,EU 42
cd15bfae-67bb-452d-b847-7a785acc8081,624665df-9593-4dbc-af5f-a6c736b639b2,EU 42.5
cd15bfae-67bb-452d-b847-7a785acc8081,624665df-9593-4dbc-af5f-a6c736b639b2,EU 43
cd15bfae-67bb-452d-b847-7a785acc8081,624665df-9593-4dbc-af5f-a6c736b639b2,EU 44
cd15bfae-67bb-452d-b847-7a785acc8081,624665df-9593-4dbc-af5f-a6c736b639b2,EU 44.5
c1e7884d-fbe2-4407-9c27-7f745cdcef64,NULL,EU 35.5
c1e7884d-fbe2-4407-9c27-7f745cdcef64,NULL,EU 36
c1e7884d-fbe2-4407-9c27-7f745cdcef64,NULL,EU 36.5
c1e7884d-fbe2-4407-9c27-7f745cdcef64,NULL,EU 37.5
c1e7884d-fbe2-4407-9c27-7f745cdcef64,NULL,EU 38
c1e7884d-fbe2-4407-9c27-7f745cdcef64,NULL,EU 38.5
c1e7884d-fbe2-4407-9c27-7f745cdcef64,NULL,EU 39
